ytid,start_s,end_s,audioset_positive_labels,aspect_list,caption,author_id,is_balanced_subset,is_audioset_eval,label_list,aspect_list_parsed,caption_word_count,num_aspects
VeAomElRCJc,30,40,"/m/0342h,/m/042v_gx,/m/04rlf,/m/04rzd,/m/07s0s5r,/m/0fx80y","['instrumental music', 'slow tempo', 'arabic music', 'poor audio quality', 'hissing noise', 'folk music', 'folk instrumental music', 'arabic percussions', 'stringed instruments', 'traditional muscle', 'subtle percussion rhythm', 'poignant', 'desert sands', 'arabian nights', 'gets adventure', 'historical', 'traditional music', 'strong bass line', 'no percussions']","The song is an instrumental. The song is a slow tempo with a stringed instrument playing a poignant melody, a strong bass line and a subtle percussive rhythm. The song is rich in tradition and poignant. The song has poor audio quality with hissing disturbances.",1,False,True,"['/m/0342h', ' /m/042v_gx', ' /m/04rlf', ' /m/04rzd', ' /m/07s0s5r', ' /m/0fx80y']","['instrumental music', 'slow tempo', 'arabic music', 'poor audio quality', 'hissing noise', 'folk music', 'folk instrumental music', 'arabic percussions', 'stringed instruments', 'traditional muscle', 'subtle percussion rhythm', 'poignant', 'desert sands', 'arabian nights', 'gets adventure', 'historical', 'traditional music', 'strong bass line', 'no percussions']",45,19
VfEJHqtsuIo,110,120,"/m/026z9,/m/04rlf","['low quality', 'electro', 'groovy bass', 'punchy kick', 'wide passionate female vocals', 'synth melody', 'echoing flat male vocal', 'male chants', 'snappy claps', 'shimmering hi hats', 'energetic', 'exciting']","The low quality recording features an electro song that consists of passionate female vocals singing over punchy kick, synth melody, male chants, snappy claps, shimmering hi hats, followed by echoing flat male vocals. It sounds energetic and exciting.",4,False,False,"['/m/026z9', ' /m/04rlf']","['low quality', 'electro', 'groovy bass', 'punchy kick', 'wide passionate female vocals', 'synth melody', 'echoing flat male vocal', 'male chants', 'snappy claps', 'shimmering hi hats', 'energetic', 'exciting']",38,12
Vfcfj4OIJXE,30,40,"/m/04rlf,/m/06bxc,/m/07qb_dv","['instrumental hip-hop', 'electronic', 'rap beat', 'synth bass', 'keyboard', 'electronic drums', 'crisp', 'urban', 'groovy', 'modern', 'hip']",This is an instrumental hip-hop music piece. It is meant to be used as a rap beat. There is a fuzzy synth bass playing a groovy bass line with a mellow sounding keyboard playing alongside it. There is a loud electronic drum beat in the rhythmic background. This piece has a crisp and urban atmosphere. It could either be used as a rap beat or it could take place in the soundtrack of a crime movie/TV show with a modern city setting.,9,False,True,"['/m/04rlf', ' /m/06bxc', ' /m/07qb_dv']","['instrumental hip-hop', 'electronic', 'rap beat', 'synth bass', 'keyboard', 'electronic drums', 'crisp', 'urban', 'groovy', 'modern', 'hip']",82,11
VgwsGjRk61M,20,30,"/m/02bxd,/m/04rlf,/m/04szw","['low quality', 'live performance', 'groovy didgeridoo', 'shimmering hi hats', 'snappy rimshots', '""4 on the floor"" kick pattern', 'playback', 'flat male vocal', 'loud', 'distorted', 'groovy']","The low quality recording features a groovy didgeridoo playing over playback that consists of a ""4 on the floor"" kick pattern and shimmering hi hats, followed by snappy rimshots. There is a flat male vocal talking at one point. The recording is loud, distorted and it sounds groovy overall.",4,False,True,"['/m/02bxd', ' /m/04rlf', ' /m/04szw']","['low quality', 'live performance', 'groovy didgeridoo', 'shimmering hi hats', 'snappy rimshots', '""4 on the floor"" kick pattern', 'playback', 'flat male vocal', 'loud', 'distorted', 'groovy']",49,11
ViF7A7XODiw,30,40,"/m/01jnbd,/m/02rr_,/m/0342h,/m/04rlf,/m/04szw,/m/07m2kt,/m/0fx80y,/m/0g12c5","['low quality', 'wide electric guitar melody', 'chorus effect', 'tinny switch sound effect']","The low quality recording contains a widely spread electric guitar melody played with chorus effect, which in the second part of the loop is turned off - judging by the sounds of the melody and a tinny switch sound effect.",4,False,True,"['/m/01jnbd', ' /m/02rr_', ' /m/0342h', ' /m/04rlf', ' /m/04szw', ' /m/07m2kt', ' /m/0fx80y', ' /m/0g12c5']","['low quality', 'wide electric guitar melody', 'chorus effect', 'tinny switch sound effect']",40,4
VkVKGyWi2r4,30,40,"/m/04rlf,/m/07s8j8t,/m/07sbbz2","['low quality audio', 'distortion guitars', 'gallopping guitar', 'aggressive percussion', 'male voice', 'heavy metal', 'happy mood', 'moderate tempo', 'bass']",This heavy metal song features a male voice singing the main melody. This is accompanied by aggressive percussion playing in common time. The distortion guitar plays power chords with a galloping rhythm. The gallop is ended with an ascending lick. The bass follows the same pattern as the distortion guitar but plays only the root notes of the chords. This song is upbeat. The quality of the audio is low. This song can be used when a wrestler enters the WWE arena.,0,False,True,"['/m/04rlf', ' /m/07s8j8t', ' /m/07sbbz2']","['low quality audio', 'distortion guitars', 'gallopping guitar', 'aggressive percussion', 'male voice', 'heavy metal', 'happy mood', 'moderate tempo', 'bass']",82,9
VlXi2TxMXbc,130,140,"/m/085jw,/m/0l14j_","['flute', 'traditional chinese flute', 'chinese music', 'serene and enchanting melody', 'grasslands', 'marshlands', 'live recording', 'average audio quality']","This is a live recording of a musician playing a Chinese flute, otherwise known as a dizi. It is a calming and melodic piece - and you could imagine yourself walking peacefully through marshlands or grasslands. Though the melody is enchanting, the audio quality is average - with a slight fuzzy buzz present in the background.",3,False,False,"['/m/085jw', ' /m/0l14j_']","['flute', 'traditional chinese flute', 'chinese music', 'serene and enchanting melody', 'grasslands', 'marshlands', 'live recording', 'average audio quality']",56,8
Vo6eT8eMMfQ,30,40,"/m/04rlf,/t/dd00035","['low quality', 'noisy', 'mono', 'crowd cheering', 'energetic', 'aggressive', 'punchy snare', 'punchy kick', 'aggressive electric guitar riffs', 'energetic cymbals', 'distorted bass guitar', 'hard rock']","The low quality recording features a live performance of a hard rock song that consists of punchy kick and snare hits, energetic cymbals, distorted bass guitar and aggressive electric guitar riffs. There are some crowd cheering sounds in the background. It sounds energetic, aggressive and the recording is noisy and in mono.",4,False,False,"['/m/04rlf', ' /t/dd00035']","['low quality', 'noisy', 'mono', 'crowd cheering', 'energetic', 'aggressive', 'punchy snare', 'punchy kick', 'aggressive electric guitar riffs', 'energetic cymbals', 'distorted bass guitar', 'hard rock']",52,12
VpikuLP_9qQ,70,80,"/m/04rlf,/m/06bz3","['low quality', 'mono', 'noisy', 'camera shuttering sound effects', 'crowd yelling crowd effect', 'rock', 'passionate male vocal', 'distorted', 'crushed', 'vintage']","The low quality recording features a rock song sung by passionate male vocalists, after which there are camera shuttering and crowd yelling sound effects. The recording is in mono and overall it sounds distorted, crushed, noisy and vintage.",4,False,True,"['/m/04rlf', ' /m/06bz3']","['low quality', 'mono', 'noisy', 'camera shuttering sound effects', 'crowd yelling crowd effect', 'rock', 'passionate male vocal', 'distorted', 'crushed', 'vintage']",38,10
Vr7wbGcvFts,20,30,"/m/04rlf,/t/dd00031","['male voice', 'backing vocals', 'drums', 'bass guitar', 'acoustic guitar', 'uplifting atmosphere', 'bird chirping', 'children having fun']",The music features a male voice singing and being accompanied by backing vocals. The drums play a laid-back rhythm and together with the bass guitar drive the pulse of the music. An acoustic guitar is accompanying the singer lightly. In the background one can hear birds chirping and children having fun. The overall atmosphere is uplifting.,2,False,True,"['/m/04rlf', ' /t/dd00031']","['male voice', 'backing vocals', 'drums', 'bass guitar', 'acoustic guitar', 'uplifting atmosphere', 'bird chirping', 'children having fun']",56,8
VrqBeY3kfKI,120,130,"/m/01s0ps,/m/05148p4,/m/05r5c","['narration', 'music backing', 'string instruments', 'violins', 'brass instruments', 'orchestral', 'cinematic', 'momentous', 'rapid flute melody']",This is a cinematic orchestral piece which feels victorious and announces an important moment. There is narration over the music. The instruments are violins and brass instruments. There is a rapid and light flute melody at the end.,3,False,False,"['/m/01s0ps', ' /m/05148p4', ' /m/05r5c']","['narration', 'music backing', 'string instruments', 'violins', 'brass instruments', 'orchestral', 'cinematic', 'momentous', 'rapid flute melody']",38,9
VswY2mI7Wbo,360,370,"/m/015lz1,/m/02p0sh1,/m/04rlf","['low quality', 'folk', 'live performance', 'high pitch female vocal', 'accordion melody', 'addictive flute melody', 'shimmering triangle', 'wooden percussive elements', 'traditional', 'uplifting', 'cultural']","The low quality recording features a live performance of a folk, traditional song where a high pitch female vocal is singing over addictive flute melody, layered with accordion melody, followed by wooden percussive elements and simmering triangle. It sounds uplifting and cultural.",4,True,True,"['/m/015lz1', ' /m/02p0sh1', ' /m/04rlf']","['low quality', 'folk', 'live performance', 'high pitch female vocal', 'accordion melody', 'addictive flute melody', 'shimmering triangle', 'wooden percussive elements', 'traditional', 'uplifting', 'cultural']",42,11
VtHkxrta5xQ,30,40,"/m/025td0t,/m/02cjck,/m/02v2lh,/m/04rlf","['a new dangerous world', 'instrumental music', 'new age music', 'surreal landscape', 'emotional', 'inspiring', 'nights are scenario', 'apocalypse', 'post nuclear doom', 'poor audio quality', 'keyboard synth harmony', 'horns plays howling tones', 'low pitched harmony', 'ominous tones', 'instrumental music', 'slow tempo', 'explore the wild']","The song is an instrumental. The song is slow tempo with a sweeping string section harmony along with a low pitched harmony played in harmony, and howling tones played by a horn like instrument. The song is emotional with a surreal effect. The song audio quality is poor.",1,False,True,"['/m/025td0t', ' /m/02cjck', ' /m/02v2lh', ' /m/04rlf']","['a new dangerous world', 'instrumental music', 'new age music', 'surreal landscape', 'emotional', 'inspiring', 'nights are scenario', 'apocalypse', 'post nuclear doom', 'poor audio quality', 'keyboard synth harmony', 'horns plays howling tones', 'low pitched harmony', 'ominous tones', 'instrumental music', 'slow tempo', 'explore the wild']",48,17
Vu7ZUUl4VPc,30,40,"/m/02rr_,/m/0342h,/m/04rlf,/m/04szw,/m/07m2kt,/m/0fx80y,/m/0g12c5","['jam', 'no singer', 'instrumental', 'single instrument', 'electric guitar', 'guitar solo', 'effect pedal', 'chorus', 'simple tune', 'relaxing', 'trippy', 'psychedelic']",This is a gear showcase jam recording. The only instrument being played is a clean sounding electric guitar. There is a chorus effect being applied on the guitar while it is playing mellow tunes. The atmosphere is relaxing and trippy. This track could be used in nostalgic/yearning sequences in movies and TV shows. Parts of it could also work well as an advertisement jingle. Samples from this recording could be used in beat-making.,9,False,True,"['/m/02rr_', ' /m/0342h', ' /m/04rlf', ' /m/04szw', ' /m/07m2kt', ' /m/0fx80y', ' /m/0g12c5']","['jam', 'no singer', 'instrumental', 'single instrument', 'electric guitar', 'guitar solo', 'effect pedal', 'chorus', 'simple tune', 'relaxing', 'trippy', 'psychedelic']",73,12
VuWr1HXHoZg,30,40,"/m/01c194,/m/04rlf","['mantra', 'meditation music', 'male vocal', 'female vocal', 'chant', 'tambura', 'percussive elements', 'hypnotic', 'religious', 'immersive']",This is a mantra/meditation music piece. There is a male and a female vocal chanting in a devotional manner. There is a tambura melody going on in the background while certain percussive elements at higher and lower ranges can be heard in the rhythmic structure. The atmosphere is hypnotic. This piece could be used in Hindu religious events.,9,True,True,"['/m/01c194', ' /m/04rlf']","['mantra', 'meditation music', 'male vocal', 'female vocal', 'chant', 'tambura', 'percussive elements', 'hypnotic', 'religious', 'immersive']",58,10
Vwekk3EOa-U,40,50,"/m/04rlf,/t/dd00033","['low quality', 'smooth bass', 'electric guitar melody', 'synth pad chords', 'mellow piano chords', 'soft', 'mellow', 'easygoing']","The low quality recording features a smooth bass, electric guitar melody, synth pad chords and mellow piano chords playing. It sounds soft, mellow and easygoing.",4,False,False,"['/m/04rlf', ' /t/dd00033']","['low quality', 'smooth bass', 'electric guitar melody', 'synth pad chords', 'mellow piano chords', 'soft', 'mellow', 'easygoing']",25,8
VwkRHbqpHqk,30,40,"/m/01z47d,/m/04rlf","['instrumental', 'synthesised arrangements', 'bass synth', 'sinister', 'mysterious', 'random', 'intense violin harmony', 'cello', 'unrelated tracks', 'phone tone', 'beep', 'chaotic', 'confusing', 'dissonant']","This music is an instrumental with medium tempo. Four different tracks that are completely unrelated are being played one after another. It begins with an intense violin symphony, followed by a beep and a dead phone tone, and some synthesised articulation with bass synth. The music is dissonant, chaotic, confusing and random.",7,False,True,"['/m/01z47d', ' /m/04rlf']","['instrumental', 'synthesised arrangements', 'bass synth', 'sinister', 'mysterious', 'random', 'intense violin harmony', 'cello', 'unrelated tracks', 'phone tone', 'beep', 'chaotic', 'confusing', 'dissonant']",52,14
Vx_vqfpRdUU,100,110,"/m/04rlf,/t/dd00033","['instrumental', 'medium tempo', 'intense bass lines', 'regret', 'deep', 'melodic violin harmony', 'sharp piano lead', 'syncopated harmony', 'intense', 'pensive', 'melodic', 'melancholic melody', 'nostalgia', 'sadness', 'loneliness', 'poignant']","This music is a mellow instrumental. The tempo is medium with a passionate violin harmony and a simple, sharp piano melody with intense bass lines. The overall mood of the music is deep, sad, lonely, melancholic, nostalgic and poignant and yet beautiful and pleasant.",7,False,False,"['/m/04rlf', ' /t/dd00033']","['instrumental', 'medium tempo', 'intense bass lines', 'regret', 'deep', 'melodic violin harmony', 'sharp piano lead', 'syncopated harmony', 'intense', 'pensive', 'melodic', 'melancholic melody', 'nostalgia', 'sadness', 'loneliness', 'poignant']",44,16
